mes,dia,hora,Ir_total,Ir_difusa,Temperatura
6,20,12,999,140,29.82
6,20,13,971,150,30.69
6,20,14,892,146,31.25
6,20,15,766,141,31.57
6,20,16,601,129,31.56
6,20,17,414,110,31.2
6,20,18,216,88,30.48
6,20,19,49,33,28.84
6,21,5,14,13,17.06
6,21,6,159,92,17.95
6,21,7,360,125,21.43
6,21,8,551,145,23.17
6,21,9,718,166,24.75
6,21,10,865,154,26.58
6,21,11,881,276,28.43
6,21,12,993,150,30.17
6,21,13,877,301,31.04
6,21,14,123,123,31.4
6,21,15,130,130,31.6
6,21,16,283,264,31.64
6,21,17,323,199,31.42
6,21,18,117,107,30.93
6,21,19,12,12,29.87
6,22,5,24,17,18.52
6,22,6,179,76,18.84
6,22,7,369,110,20.98
6,22,8,560,131,22.96
6,22,9,733,138,25.06
6,22,10,865,155,27.16
6,22,11,953,159,29.13
6,22,12,988,161,30.8
6,22,13,971,150,32.15
6,22,14,888,155,33.08
6,22,15,771,133,33.61
6,22,16,605,123,33.75
6,22,17,420,103,33.56
6,22,18,219,85,33.04
6,22,19,50,33,31.4
6,23,5,24,18,19.14
6,23,6,168,86,19.54
6,23,7,348,135,21.61
6,23,8,498,211,23.5
6,23,9,705,185,25.43
6,23,10,789,271,27.08
6,23,11,926,205,28.39
6,23,12,662,477,29.3
6,23,13,420,401,29.46
6,23,14,562,434,29.08
6,23,15,287,282,27.7
6,23,16,222,219,25.95
6,23,17,200,186,24.15
6,23,18,171,116,21.75
6,23,19,52,33,23.57
6,24,5,26,17,16.23
6,24,6,181,73,16.73
6,24,7,373,101,17.32
6,24,8,564,120,18.64
6,24,9,740,124,20.64
6,24,10,877,127,22.3
6,24,11,931,196,23.42
6,24,12,891,312,24.13
6,24,13,955,179,25.22
6,24,14,711,381,25.78
6,24,15,573,355,26.05
6,24,16,528,229,26.78
6,24,17,392,144,26.94
6,24,18,220,85,26.68
6,24,19,55,32,25.97
6,25,5,24,16,16.72
6,25,6,181,72,17.3
6,25,7,372,101,19.91
6,25,8,563,120,22.25
6,25,9,743,116,24.3
6,25,10,867,145,25.91
6,25,11,957,149,27.26
6,25,12,992,150,28.39
6,25,13,981,129,29.3
6,25,14,903,128,30.02
6,25,15,780,117,30.48
6,25,16,607,123,30.65
6,25,17,421,103,30.49
6,25,18,221,86,30.13
6,25,19,54,33,29.17
6,26,5,22,16,18.67
6,26,6,174,77,19.1
6,26,7,359,118,21.65
6,26,8,556,130,23.48
6,26,9,726,145,25.34
6,26,10,857,162,27.19
6,26,11,951,159,29.05
6,26,12,987,161,30.68
6,26,13,965,159,31.85
6,26,14,884,165,32.42
6,26,15,763,147,32.73
6,26,16,601,135,32.76
6,26,17,412,117,32.48
6,26,18,221,86,31.66
6,26,19,54,33,29.89
6,27,5,22,16,19.23
6,27,6,174,76,19.53
6,27,7,358,118,20.75
6,27,8,552,135,22.81
6,27,9,725,145,25.06
6,27,10,861,154,27.09
6,27,11,951,159,28.77
6,27,12,986,160,30.03
6,27,13,965,159,31
6,27,14,889,156,31.75
6,27,15,768,140,32.2
6,27,16,601,135,32.34
6,27,17,393,144,32.2
6,27,18,215,92,31.58
6,27,19,53,33,30.41
6,28,5,21,16,19.14
6,28,6,171,78,19.47
6,28,7,359,115,21.47
6,28,8,554,130,23.5
6,28,9,736,123,25.46
6,28,10,865,145,27.45
6,28,11,950,159,29.23
6,28,12,986,160,30.66
6,28,13,970,149,31.68
6,28,14,889,156,32.42
6,28,15,768,140,32.84
6,28,16,601,135,32.95
6,28,17,413,117,32.73
6,28,18,214,93,32.27
6,28,19,51,34,31.25
6,29,5,14,13,19.73
6,29,6,127,95,19.97
6,29,7,303,169,22.52
6,29,8,529,166,24.08
6,29,9,720,152,26.05
6,29,10,850,171,28.03
6,29,11,944,168,30.11
6,29,12,986,161,31.87
6,29,13,949,189,33.05
6,29,14,879,173,33.78
6,29,15,755,162,34.1
6,29,16,591,150,34.2
6,29,17,404,130,33.92
6,29,18,196,108,33.04
6,29,19,31,29,30.94
6,30,5,21,15,19.57
6,30,6,167,78,20.08
6,30,7,353,120,22.03
6,30,8,543,144,24.07
6,30,9,719,152,26.27
6,30,10,849,170,28.36
6,30,11,933,187,30.29
6,30,12,974,180,31.93
6,30,13,959,169,33.01
6,30,14,884,165,33.59
6,30,15,739,190,33.84
6,30,16,494,262,34.01
6,30,17,361,176,32.48
6,30,18,170,118,30.95
6,30,19,44,34,29.42
7,1,5,2,2,14.12
7,1,6,126,95,12.6
7,1,7,169,160,11.07
7,1,8,558,121,17.09
7,1,9,734,128,18.72
7,1,10,792,264,20.33
7,1,11,875,284,21.83
7,1,12,978,180,23.12
7,1,13,963,169,24.17
7,1,14,868,198,24.96
7,1,15,777,130,25.46
7,1,16,622,101,25.6
7,1,17,429,96,25.36
7,1,18,232,73,24.82
7,1,19,59,30,23.86
7,2,5,18,13,13.89
7,2,6,174,69,14.32
7,2,7,370,93,15.88
7,2,8,560,116,18.13
7,2,9,729,135,20.31
7,2,10,871,134,22.44
7,2,11,962,137,24.29
7,2,12,1005,128,25.91
7,2,13,989,117,26.9
7,2,14,902,135,28.01
7,2,15,773,138,28.61
7,2,16,612,120,29.07
7,2,17,424,103,28.98
7,2,18,231,75,28.54
7,2,19,61,28,27.8
7,3,5,20,13,16.26
7,3,6,171,71,16.72
7,3,7,361,105,20.47
7,3,8,553,127,22.94
7,3,9,720,149,25.3
7,3,10,861,153,27.71
7,3,11,962,138,29.73
7,3,12,752,445,31
7,3,13,952,188,31.75
7,3,14,878,181,32.28
7,3,15,401,357,32.26
7,3,16,490,267,32.02
7,3,17,390,150,31.57
7,3,18,206,101,31.07
7,3,19,22,22,29.92
7,4,5,14,12,18.58
7,4,6,175,64,18.75
7,4,7,365,96,21.69
7,4,8,557,115,23.65
7,4,9,731,128,25.33
7,4,10,869,134,26.94
7,4,11,961,138,28.37
7,4,12,998,139,29.61
7,4,13,978,138,30.66
7,4,14,872,189,31.19
7,4,15,622,329,31.57
7,4,16,553,208,31.45
7,4,17,208,192,30.95
7,4,18,220,87,30.08
7,4,19,55,31,28.52
7,5,5,16,12,17.69
7,5,6,174,62,17.93
7,5,7,370,87,19.32
7,5,8,565,100,20.84
7,5,9,737,112,22.46
7,5,10,877,115,23.99
7,5,11,970,116,25.42
7,5,12,1008,117,26.62
7,5,13,983,128,27.63
7,5,14,906,126,28.38
7,5,15,776,130,28.61
7,5,16,612,120,28.77
7,5,17,426,99,28.32
7,5,18,230,75,27.4
7,5,19,58,31,25.64
7,6,5,14,11,16.02
7,6,6,173,62,16.32
7,6,7,364,92,18
7,6,8,555,116,19.7
7,6,9,728,127,21.35
7,6,10,867,134,22.93
7,6,11,959,137,24.67
7,6,12,997,139,26.16
7,6,13,972,149,27.35
7,6,14,891,154,28.42
7,6,15,776,130,29.11
7,6,16,612,120,29.29
7,6,17,426,100,29.08
7,6,18,231,74,28.54
7,6,19,58,29,27.65
7,7,6,174,58,17.42
7,7,7,367,87,20.02
7,7,8,559,105,22.35
7,7,9,727,128,24.32
7,7,10,866,134,26.09
7,7,11,958,137,27.68
7,7,12,996,138,28.98
7,7,13,977,139,29.91
7,7,14,906,126,30.45
7,7,15,771,138,30.59
7,7,16,614,114,30.26
7,7,17,425,99,29.5
7,7,18,233,70,28.34
7,7,19,58,29,27
7,8,6,172,58,15.88
7,8,7,357,98,18.54
7,8,8,549,121,20.85
7,8,9,706,162,22.73
7,8,10,865,134,24.56
7,8,11,952,147,26.45
7,8,12,990,149,28.15
7,8,13,971,149,29.51
7,8,14,896,145,30.45
7,8,15,767,146,31.01
7,8,16,611,120,31.15
7,8,17,422,103,30.78
7,8,18,230,74,29.94
7,8,19,57,29,28.66
7,9,6,169,60,17.88
7,9,7,357,95,20.15
7,9,8,550,115,22.98
7,9,9,724,127,25.16
7,9,10,864,134,26.83
7,9,11,951,147,28.28
7,9,12,995,139,29.45
7,9,13,975,138,30.37
7,9,14,905,126,31
7,9,15,770,138,31.28
7,9,16,613,114,31.15
7,9,17,424,99,30.57
7,9,18,229,73,29.56
7,9,19,56,29,28.02
7,10,6,166,61,17.07
7,10,7,356,95,19.38
7,10,8,542,125,21.31
7,10,9,715,142,23.22
7,10,10,853,152,24.96
7,10,11,950,147,26.53
7,10,12,989,150,27.83
7,10,13,964,158,28.77
7,10,14,909,116,29.43
7,10,15,782,114,29.69
7,10,16,616,108,29.56
7,10,17,428,92,29
7,10,18,232,68,28.05
7,10,19,55,29,27.2
7,11,6,164,60,16.84
7,11,7,354,95,19.18
7,11,8,547,115,21.5
7,11,9,721,127,23.66
7,11,10,861,134,25.53
7,11,11,955,138,27.05
7,11,12,988,149,28.33
7,11,13,974,138,29.29
7,11,14,894,145,29.92
7,11,15,765,146,30.17
7,11,16,606,126,29.84
7,11,17,418,107,28.87
7,11,18,221,81,26.81
7,11,19,51,29,24.55
7,12,6,161,62,16.46
7,12,7,352,94,18.33
7,12,8,542,120,20.55
7,12,9,728,113,22.96
7,12,10,874,106,25.09
7,12,11,969,106,27.11
7,12,12,1008,105,28.77
7,12,13,984,117,30.07
7,12,14,908,117,30.99
7,12,15,777,122,31.57
7,12,16,615,108,31.74
7,12,17,421,98,31.56
7,12,18,227,71,30.97
7,12,19,52,29,29.79
7,13,6,160,61,17.58
7,13,7,350,94,20.36
7,13,8,540,119,23.71
7,13,9,714,134,26.26
7,13,10,849,151,28.34
7,13,11,942,157,30.14
7,13,12,981,160,31.72
7,13,13,957,169,32.88
7,13,14,882,162,33.7
7,13,15,759,153,34.07
7,13,16,597,137,33.93
7,13,17,409,116,33.32
7,13,18,217,83,32.28
7,13,19,46,29,30.74
7,14,6,159,58,18.86
7,14,7,354,85,19.75
7,14,8,550,99,21.13
7,14,9,724,112,22.74
7,14,10,862,125,24.29
7,14,11,957,128,25.98
7,14,12,991,139,27.52
7,14,13,977,128,28.67
7,14,14,896,135,29.45
7,14,15,767,138,29.86
7,14,16,603,126,29.95
7,14,17,413,110,29.68
7,14,18,212,87,29.02
7,14,19,44,29,27.97
7,15,6,155,61,16.04
7,15,7,343,100,17.31
7,15,8,528,134,19.37
7,15,9,711,134,21.67
7,15,10,852,143,23.63
7,15,11,940,157,25.6
7,15,12,984,149,27.25
7,15,13,966,149,28.54
7,15,14,876,172,29.59
7,15,15,766,138,30.3
7,15,16,605,119,30.65
7,15,17,416,102,30.62
7,15,18,222,74,30.23
7,15,19,49,27,29.21
7,16,6,82,75,18.03
7,16,7,172,158,19.29
7,16,8,474,201,21.28
7,16,9,710,134,23.09
7,16,10,850,142,25.13
7,16,11,949,137,27.14
7,16,12,983,149,28.95
7,16,13,965,149,30.43
7,16,14,895,136,31.54
7,16,15,765,138,32.23
7,16,16,604,119,32.54
7,16,17,413,106,32.5
7,16,18,218,77,32.11
7,16,19,46,27,31.23
7,17,6,149,61,20.66
7,17,7,339,99,22.59
7,17,8,530,124,24.79
7,17,9,693,161,26.85
7,17,10,844,151,28.87
7,17,11,943,148,30.74
7,17,12,977,160,32.31
7,17,13,953,168,33.51
7,17,14,889,145,34.35
7,17,15,764,138,34.87
7,17,16,603,119,35.04
7,17,17,414,102,34.85
7,17,18,220,72,34.34
7,17,19,48,25,33.31
7,18,6,148,60,20.61
7,18,7,338,95,23
7,18,8,531,118,25.22
7,18,9,707,134,27.41
7,18,10,852,134,29.66
7,18,11,942,148,31.87
7,18,12,986,138,33.71
7,18,13,968,138,34.88
7,18,14,893,136,35.55
7,18,15,759,145,35.91
7,18,16,595,131,35.99
7,18,17,405,112,35.82
7,18,18,211,80,35.24
7,18,19,42,27,33.93
7,19,6,144,61,20.3
7,19,7,333,101,23.59
7,19,8,524,129,26.92
7,19,9,697,147,29.55
7,19,10,846,142,31.75
7,19,11,945,137,33.7
7,19,12,991,128,35.23
7,19,13,951,168,36.25
7,19,14,891,135,36.78
7,19,15,736,180,36.98
7,19,16,465,273,36.84
7,19,17,386,136,36.38
7,19,18,194,96,35.54
7,19,19,38,27,34.02
7,20,6,133,68,19.3
7,20,7,323,110,22.29
7,20,8,519,133,25.4
7,20,9,695,146,27.68
7,20,10,835,159,29.62
7,20,11,939,147,31.23
7,20,12,979,149,32.48
7,20,13,955,158,33.31
7,20,14,886,145,33.85
7,20,15,756,145,34.07
7,20,16,593,131,34.05
7,20,17,405,109,33.83
7,20,18,212,76,33.13
7,20,19,38,25,31.83
7,21,6,143,58,20.01
7,21,7,334,92,21.39
7,21,8,529,114,23.55
7,21,9,701,133,25.84
7,21,10,852,125,27.88
7,21,11,953,117,29.61
7,21,12,988,128,30.92
7,21,13,975,117,32.11
7,21,14,894,126,32.91
7,21,15,759,137,33.51
7,21,16,578,152,33.55
7,21,17,398,114,33.35
7,21,18,171,106,32.6
7,21,19,31,25,31.59
7,22,6,132,64,19.72
7,22,7,328,97,20.97
7,22,8,509,141,23.09
7,22,9,631,235,25.23
7,22,10,782,239,27.13
7,22,11,905,202,28.95
7,22,12,955,189,30.67
7,22,13,942,177,32.11
7,22,14,873,162,33.24
7,22,15,749,152,33.96
7,22,16,586,135,34.3
7,22,17,394,117,34.28
7,22,18,182,98,33.81
7,22,19,23,21,32.58
7,23,6,141,53,19.34
7,23,7,335,83,20.76
7,23,8,530,103,22.8
7,23,9,702,126,25.02
7,23,10,844,133,27.25
7,23,11,940,137,29.23
7,23,12,980,138,30.92
7,23,13,962,138,32.27
7,23,14,896,116,33.28
7,23,15,760,129,33.93
7,23,16,597,113,34.18
7,23,17,406,97,34.07
7,23,18,209,69,33.64
7,23,19,37,22,32.92
7,24,6,131,60,19.48
7,24,7,320,101,20.35
7,24,8,514,127,21.98
7,24,9,688,146,23.99
7,24,10,829,159,26.14
7,24,11,928,156,28.35
7,24,12,963,169,30.43
7,24,13,945,168,32.14
7,24,14,880,144,33.36
7,24,15,746,151,33.96
7,24,16,580,141,34.24
7,24,17,400,104,33.92
7,24,18,201,78,33.4
7,24,19,35,21,31.84
7,25,6,117,68,20.73
7,25,7,308,114,23.3
7,25,8,509,131,25.46
7,25,9,694,133,27.54
7,25,10,804,198,29.63
7,25,11,917,176,31.41
7,25,12,962,169,32.53
7,25,13,938,177,33.38
7,25,14,864,170,33.71
7,25,15,732,172,33.91
7,25,16,565,161,33.83
7,25,17,374,136,32.72
7,25,18,173,98,26.83
7,25,19,29,21,31.21
7,26,6,123,62,21.13
7,26,7,312,105,21.66
7,26,8,507,131,23.76
7,26,9,681,152,25.98
7,26,10,821,167,28.28
7,26,11,905,193,30.38
7,26,12,971,149,32.06
7,26,13,947,158,33.11
7,26,14,863,171,33.85
7,26,15,580,337,33.98
7,26,16,560,164,34.17
7,26,17,380,125,32.42
7,26,18,142,106,30.85
7,26,19,22,19,29.57
7,27,6,119,63,20.92
7,27,7,312,103,21.16
7,27,8,511,122,23.12
7,27,9,687,140,25.17
7,27,10,833,142,27.34
7,27,11,929,147,29.06
7,27,12,953,178,30.31
7,27,13,941,168,31.35
7,27,14,800,266,30.62
7,27,15,709,203,30.9
7,27,16,558,163,30.41
7,27,17,334,172,28.97
7,27,18,134,104,28.36
7,27,19,32,18,26.69
7,28,6,122,58,18.44
7,28,7,309,101,19.9
7,28,8,514,112,21.71
7,28,9,689,133,23.58
7,28,10,827,150,25.37
7,28,11,897,202,26.84
7,28,12,941,197,28.21
7,28,13,944,157,28.94
7,28,14,859,170,29.73
7,28,15,783,67,29.93
7,28,16,531,197,29.59
7,28,17,361,142,28.71
7,28,18,193,74,27.98
7,28,19,25,18,26.67
7,29,6,121,56,17.75
7,29,7,314,92,20.55
7,29,8,509,117,22.95
7,29,9,687,133,25.09
7,29,10,825,150,27.07
7,29,11,926,147,28.54
7,29,12,961,159,29.69
7,29,13,948,148,30.64
7,29,14,872,144,31.36
7,29,15,742,144,31.79
7,29,16,579,123,31.84
7,29,17,389,103,31.61
7,29,18,194,70,31.05
7,29,19,26,17,30.01
7,30,6,118,55,17.38
7,30,7,310,94,20.65
7,30,8,507,117,24.03
7,30,9,681,139,26.55
7,30,10,823,149,28.97
7,30,11,919,156,30.71
7,30,12,965,149,31.98
7,30,13,951,137,32.96
7,30,14,875,135,33.68
7,30,15,744,137,34.07
7,30,16,577,123,34.11
7,30,17,384,106,33.75
7,30,18,190,70,32.97
7,30,19,21,15,31.68
7,31,6,120,51,19.78
7,31,7,309,91,21.65
7,31,8,507,111,25.25
7,31,9,679,139,28.19
7,31,10,817,158,30.33
7,31,11,912,165,31.84
7,31,12,947,178,33.09
7,31,13,929,177,34.09
7,31,14,859,162,34.82
7,31,15,725,164,35.1
7,31,16,568,133,33.65
7,31,17,375,114,32.76
7,31,18,183,74,31.87
7,31,19,18,14,30.99
8,1,6,97,64,21.21
8,1,7,268,134,20.33
8,1,8,472,159,25.48
8,1,9,668,149,27.27
8,1,10,818,148,28.96
8,1,11,933,115,30.58
8,1,12,968,125,31.9
8,1,13,955,115,32.88
8,1,14,869,133,33.45
8,1,15,730,149,33.24
8,1,16,494,224,32.92
8,1,17,357,134,32.2
8,1,18,164,89,31.06
8,1,19,13,12,29.69
8,2,6,111,54,17.42
8,2,7,309,85,20.29
8,2,8,508,100,23.25
8,2,9,688,109,25.64
8,2,10,834,114,27.67
8,2,11,941,94,29.43
8,2,12,982,93,30.93
8,2,13,963,93,32.02
8,2,14,885,94,32.77
8,2,15,752,104,33.15
8,2,16,579,105,33.21
8,2,17,385,90,32.92
8,2,18,187,65,32.34
8,2,19,15,13,31.13
8,3,6,113,51,19.49
8,3,7,305,87,20.69
8,3,8,500,109,22.8
8,3,9,679,123,25
8,3,10,827,122,27.05
8,3,11,934,104,29.15
8,3,12,970,115,31.13
8,3,13,956,104,32.78
8,3,14,874,114,33.98
8,3,15,741,119,34.65
8,3,16,567,121,34.83
8,3,17,368,112,34.55
8,3,18,173,76,33.85
8,3,19,12,11,32.31
8,4,6,103,55,19.16
8,4,7,287,105,22.04
8,4,8,487,127,24.68
8,4,9,673,129,27.15
8,4,10,816,138,29.81
8,4,11,922,124,32.31
8,4,12,958,136,34.38
8,4,13,944,125,35.79
8,4,14,863,133,36.69
8,4,15,723,148,37.21
8,4,16,549,146,37.61
8,4,17,351,130,37.09
8,4,18,149,90,36.62
8,4,19,10,10,35.15
8,5,6,10,10,24.55
8,5,7,42,42,25.05
8,5,8,68,68,28.54
8,5,9,103,103,30.88
8,5,10,546,395,32.79
8,5,11,911,144,34.41
8,5,12,971,104,35.27
8,5,13,942,125,32.77
8,5,14,77,77,30.88
8,5,15,189,189,31.72
8,5,16,65,65,31.96
8,5,17,274,183,30.6
8,5,18,116,93,29.77
8,6,6,112,42,18.79
8,6,7,294,91,20.07
8,6,8,504,90,21.52
8,6,9,684,103,22.81
8,6,10,830,104,24.21
8,6,11,928,104,25.11
8,6,12,944,156,26.25
8,6,13,904,191,26.88
8,6,14,812,212,28.09
8,6,15,706,168,28.61
8,6,16,480,223,28.92
8,6,17,350,124,28.69
8,6,18,144,88,27.77
8,7,6,90,56,17.83
8,7,7,260,125,18.89
8,7,8,499,95,20.47
8,7,9,660,142,22.26
8,7,10,815,130,23.81
8,7,11,926,104,25.24
8,7,12,947,146,26.62
8,7,13,913,173,27.75
8,7,14,832,174,28.31
8,7,15,720,141,28.42
8,7,16,550,130,28.53
8,7,17,360,104,28.46
8,7,18,155,78,27.9
8,8,6,87,55,15.85
8,8,7,289,90,16.47
8,8,8,478,126,17.95
8,8,9,668,122,19.83
8,8,10,813,130,21.71
8,8,11,919,114,23.4
8,8,12,960,115,24.83
8,8,13,941,115,25.97
8,8,14,867,104,26.83
8,8,15,733,111,27.39
8,8,16,559,109,27.63
8,8,17,359,101,27.43
8,8,18,159,70,26.99
8,9,6,100,46,16.05
8,9,7,291,82,17.01
8,9,8,492,100,19.1
8,9,9,670,116,21.23
8,9,10,815,122,23.25
8,9,11,917,114,25.25
8,9,12,953,125,26.89
8,9,13,939,115,28.05
8,9,14,865,105,29.02
8,9,15,734,104,29.65
8,9,16,559,104,29.9
8,9,17,362,92,29.77
8,9,18,160,67,29.27
8,10,6,98,43,16.96
8,10,7,286,87,17.94
8,10,8,479,117,20.18
8,10,9,660,128,22.1
8,10,10,800,147,24.02
8,10,11,905,134,26.02
8,10,12,946,136,27.63
8,10,13,911,163,29.01
8,10,14,858,114,29.99
8,10,15,731,104,30.54
8,10,16,562,93,30.68
8,10,17,320,140,30.49
8,10,18,132,82,29.94
8,11,6,93,46,16.51
8,11,7,278,92,18.75
8,11,8,477,117,21.78
8,11,9,654,135,24.09
8,11,10,802,138,26.25
8,11,11,908,124,28.07
8,11,12,938,145,29.27
8,11,13,919,145,30.02
8,11,14,846,132,30.58
8,11,15,712,132,30.77
8,11,16,544,119,30.49
8,11,17,349,99,30.1
8,11,18,152,65,29.28
8,12,6,91,44,18.05
8,12,7,285,79,19.12
8,12,8,469,125,21.26
8,12,9,574,243,23.14
8,12,10,813,113,24.73
8,12,11,911,115,26.04
8,12,12,936,145,27.07
8,12,13,926,125,28.03
8,12,14,848,123,28.38
8,12,15,713,125,28.53
8,12,16,525,142,28.48
8,12,17,172,159,28.01
8,12,18,144,69,27.42
8,13,6,85,46,17.17
8,13,7,276,87,18.45
8,13,8,474,112,20.56
8,13,9,650,135,22.6
8,13,10,798,138,24.63
8,13,11,899,134,26.57
8,13,12,939,135,28.01
8,13,13,825,286,28.84
8,13,14,817,173,29.4
8,13,15,706,132,29.74
8,13,16,531,128,29.86
8,13,17,338,104,29.44
8,13,18,126,77,28.61
8,14,6,85,43,17.68
8,14,7,274,87,19.55
8,14,8,464,124,22.15
8,14,9,651,128,24.35
8,14,10,796,138,26.22
8,14,11,897,134,27.58
8,14,12,931,145,28.68
8,14,13,921,125,29.53
8,14,14,842,123,30.2
8,14,15,707,125,30.52
8,14,16,533,118,30.44
8,14,17,344,90,30.04
8,14,18,147,56,29.19
8,15,6,85,40,17.68
8,15,7,277,78,19.51
8,15,8,474,102,21.75
8,15,9,649,128,23.74
8,15,10,793,138,25.61
8,15,11,889,143,27.26
8,15,12,929,145,28.57
8,15,13,918,124,29.48
8,15,14,843,113,29.97
8,15,15,704,125,30.02
8,15,16,536,108,29.5
8,15,17,344,83,28.66
8,15,18,144,54,27.59
8,16,6,84,38,16.62
8,16,7,273,80,17.4
8,16,8,469,107,18.95
8,16,9,643,134,20.57
8,16,10,782,153,22.05
8,16,11,887,143,23.49
8,16,12,921,154,24.81
8,16,13,911,135,25.97
8,16,14,840,113,26.83
8,16,15,704,118,27.32
8,16,16,532,108,27.53
8,16,17,336,88,27.34
8,16,18,137,58,26.86
8,17,6,56,45,15.78
8,17,7,185,138,16.05
8,17,8,381,205,17.37
8,17,9,428,316,18.67
8,17,10,780,153,20.02
8,17,11,875,161,21.94
8,17,12,919,155,24.11
8,17,13,903,144,25.98
8,17,14,810,164,27.25
8,17,15,685,144,28.02
8,17,16,520,122,28.35
8,17,17,323,101,28.21
8,17,18,135,54,27.7
8,18,6,70,42,16.84
8,18,7,252,99,18.74
8,18,8,459,115,20.61
8,18,9,642,128,22.57
8,18,10,782,146,24.53
8,18,11,882,143,26.76
8,18,12,911,163,28.6
8,18,13,905,134,29.88
8,18,14,825,131,30.8
8,18,15,690,132,31.29
8,18,16,440,215,31.42
8,18,17,281,142,31.18
8,18,18,117,66,30.6
8,19,6,74,37,17.08
8,19,7,262,83,18.02
8,19,8,459,110,19.96
8,19,9,632,139,21.89
8,19,10,784,138,23.73
8,19,11,865,169,25.38
8,19,12,898,181,26.71
8,19,13,892,153,27.71
8,19,14,817,139,28.38
8,19,15,686,131,28.7
8,19,16,512,121,28.61
8,19,17,315,99,28.07
8,19,18,122,58,27.13
8,20,6,73,36,14.14
8,20,7,261,80,14.76
8,20,8,454,114,16.46
8,20,9,630,140,18.62
8,20,10,768,160,20.79
8,20,11,863,169,22.8
8,20,12,931,115,24.51
8,20,13,894,143,25.96
8,20,14,819,131,27.19
8,20,15,686,124,27.98
8,20,16,514,112,28.28
8,20,17,316,91,28.11
8,20,18,120,55,27.33
8,21,6,71,35,14.58
8,21,7,257,82,14.82
8,21,8,454,110,15.97
8,21,9,664,70,17.63
8,21,10,815,63,19.36
8,21,11,850,185,20.9
8,21,12,874,214,21.98
8,21,13,857,204,23.01
8,21,14,779,193,23.2
8,21,15,642,190,23.3
8,21,16,416,222,22.56
8,21,17,275,133,21.74
8,21,18,119,50,20.74
8,22,6,69,33,11.14
8,22,7,260,74,12.06
8,22,8,456,101,14.05
8,22,9,638,114,16.15
8,22,10,776,137,18.09
8,22,11,773,295,19.99
8,22,12,728,383,21.79
8,22,13,826,247,22.7
8,22,14,772,198,22.88
8,22,15,652,167,22.72
8,22,16,505,110,22.25
8,22,17,306,93,22.22
8,22,18,108,56,21.7
8,23,6,63,36,12.79
8,23,7,253,79,13.97
8,23,8,461,89,16.43
8,23,9,626,133,18.47
8,23,10,756,166,20.29
8,23,11,832,208,21.66
8,23,12,829,272,22.11
8,23,13,851,203,22.96
8,23,14,747,231,23.75
8,23,15,562,273,23.86
8,23,16,485,137,24
8,23,17,307,85,23.7
8,23,18,107,51,23.31
8,24,6,27,26,14.82
8,24,7,51,51,15.13
8,24,8,111,111,16.29
8,24,9,339,297,17.97
8,24,10,667,287,19.92
8,24,11,787,269,22.06
8,24,12,792,315,23.26
8,24,13,791,285,24.4
8,24,14,532,389,24.68
8,24,15,426,329,25.39
8,24,16,289,243,25.48
8,24,17,82,82,25.73
8,24,18,74,58,25.44
8,25,6,31,29,14.46
8,25,7,136,121,15.49
8,25,8,202,191,15.52
8,25,9,92,92,15.61
8,25,10,110,110,16.65
8,25,11,166,166,17.66
8,25,12,127,127,20.21
8,25,13,102,102,21.86
8,25,14,517,389,22.87
8,25,15,352,311,24.14
8,25,16,276,238,25.42
8,25,17,49,49,26.21
8,25,18,107,41,24.96
8,26,6,42,34,16.31
8,26,7,152,125,18.22
8,26,8,367,194,20.05
8,26,9,567,206,22.59
8,26,10,658,289,24.79
8,26,11,842,176,26.75
8,26,12,723,375,28.31
8,26,13,804,258,29.36
8,26,14,775,169,29.87
8,26,15,644,154,30.49
8,26,16,409,206,30.74
8,26,17,179,147,30.06
8,26,18,100,44,28.57
8,27,6,45,33,18.38
8,27,7,152,124,20
8,27,8,405,154,22.73
8,27,9,561,209,24.74
8,27,10,230,230,26.48
8,27,11,793,248,28.48
8,27,12,567,436,30.29
8,27,13,735,336,31.79
8,27,14,784,146,32.98
8,27,15,608,200,33.58
8,27,16,54,54,33.73
8,27,17,247,128,33.3
8,28,6,46,32,18.89
8,28,7,217,101,20.07
8,28,8,416,135,23.79
8,28,9,595,159,25.55
8,28,10,743,165,27.19
8,28,11,845,159,28.38
8,28,12,882,162,29.27
8,28,13,839,193,30.03
8,28,14,772,161,30.42
8,28,15,625,170,30.57
8,28,16,450,150,30.52
8,28,17,253,117,30.13
8,28,18,76,49,29.08
8,29,6,49,29,17.57
8,29,7,233,82,17.95
8,29,8,428,115,19.86
8,29,9,599,148,21.37
8,29,10,740,165,22.59
8,29,11,828,183,23.59
8,29,12,864,187,24.45
8,29,13,850,168,25.26
8,29,14,781,138,25.67
8,29,15,646,129,26
8,29,16,469,116,25.97
8,29,17,274,87,25.47
8,29,18,87,39,24.53
8,30,6,45,28,15.61
8,30,7,226,85,16.13
8,30,8,420,121,17.25
8,30,9,597,148,18.55
8,30,10,738,165,19.95
8,30,11,830,175,21.45
8,30,12,861,187,22.85
8,30,13,851,160,23.92
8,30,14,768,153,24.9
8,30,15,641,128,25.2
8,30,16,414,181,24.99
8,30,17,220,132,24.9
8,30,18,68,45,24.01
8,31,6,45,27,12.01
8,31,7,229,79,12.59
8,31,8,420,118,14.4
8,31,9,600,136,16.55
8,31,10,735,165,18.72
8,31,11,822,183,20.73
8,31,12,853,195,22.39
8,31,13,847,159,23.75
